id,home_team_goal,away_team_goal,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,home_player_6,home_player_7,home_player_8,home_player_9,home_player_10,home_player_11,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5,away_player_6,away_player_7,away_player_8,away_player_9,away_player_10,away_player_11
146,2,1,38327.0,67950.0,67958.0,67959.0,37112.0,36393.0,148286.0,67898.0,164352.0,38801.0,26502.0,37937.0,38293.0,148313.0,104411.0,148314.0,37202.0,43158.0,9307.0,42153.0,32690.0,38782.0
154,1,3,36835.0,37047.0,37021.0,37051.0,104386.0,32863.0,37957.0,37909.0,38357.0,37065.0,78462.0,37990.0,21812.0,11736.0,37858.0,38366.0,37983.0,39578.0,38336.0,52280.0,27423.0,38440.0
156,2,0,34480.0,38388.0,26458.0,13423.0,38389.0,30949.0,38393.0,38253.0,38383.0,38778.0,37069.0,37900.0,37886.0,37903.0,37889.0,94030.0,37893.0,37981.0,131531.0,130027.0,38231.0,131530.0
163,2,1,38327.0,67950.0,67958.0,38801.0,67898.0,37112.0,67959.0,148286.0,164352.0,33657.0,26502.0,34480.0,38388.0,38389.0,31316.0,164694.0,30949.0,38378.0,38383.0,38393.0,38253.0,37069.0
169,0,0,37900.0,37886.0,37100.0,37903.0,37889.0,37893.0,37981.0,131531.0,131530.0,38231.0,130027.0,38318.0,38247.0,16387.0,94288.0,94284.0,45832.0,26669.0,33671.0,163670.0,37945.0,33622.0
174,1,0,104378.0,38248.0,36841.0,38255.0,104382.0,33662.0,37044.0,32760.0,38229.0,39875.0,46335.0,37900.0,37887.0,37886.0,37903.0,94030.0,37981.0,131531.0,131530.0,130027.0,38231.0,75500.0
177,1,0,38318.0,38247.0,16387.0,94288.0,94284.0,26669.0,33671.0,163670.0,148336.0,37945.0,33622.0,38327.0,38801.0,67950.0,67958.0,164352.0,67898.0,37112.0,67959.0,148286.0,33657.0,26502.0
190,1,0,34480.0,33620.0,38388.0,13423.0,38389.0,38798.0,30949.0,38383.0,38393.0,38253.0,37069.0,37990.0,39578.0,21812.0,11736.0,37858.0,37983.0,27364.0,38336.0,38366.0,27423.0,38440.0
191,1,0,38318.0,46580.0,16387.0,94288.0,94284.0,26669.0,33671.0,163670.0,148336.0,37945.0,33622.0,37937.0,38789.0,38293.0,104411.0,148314.0,38782.0,43158.0,20445.0,32690.0,37202.0,38794.0
218,1,2,36835.0,37047.0,37051.0,37038.0,38186.0,37957.0,37909.0,104386.0,38357.0,37065.0,12692.0,37937.0,38789.0,38293.0,104411.0,148314.0,9307.0,39498.0,43158.0,20445.0,32690.0,37202.0
220,1,3,38318.0,46580.0,16387.0,94288.0,94284.0,45832.0,26669.0,33671.0,163670.0,33622.0,32637.0,104378.0,38337.0,38255.0,12473.0,104382.0,33662.0,38233.0,32760.0,38229.0,12574.0,46335.0
227,0,0,37900.0,37886.0,37100.0,37903.0,37889.0,37981.0,131531.0,94030.0,130027.0,37902.0,38231.0,38797.0,39580.0,30692.0,38800.0,47411.0,35412.0,39631.0,39591.0,148335.0,37262.0,148315.0
230,2,1,104378.0,27838.0,38337.0,38255.0,12473.0,33662.0,37044.0,32760.0,38229.0,131394.0,46335.0,36835.0,37047.0,37051.0,37038.0,38186.0,27110.0,37957.0,37909.0,104386.0,38251.0,12692.0
232,1,0,38341.0,38349.0,21834.0,37953.0,38339.0,38343.0,30404.0,38353.0,39848.0,17883.0,50160.0,38318.0,46580.0,38247.0,16387.0,26669.0,33671.0,94284.0,163670.0,33622.0,148336.0,94288.0
235,2,0,38797.0,30692.0,38800.0,37861.0,47411.0,35412.0,39631.0,39591.0,148335.0,37262.0,38369.0,37990.0,37988.0,38342.0,11736.0,38441.0,37979.0,27364.0,38336.0,38366.0,38440.0,34025.0
241,3,1,34480.0,33620.0,38388.0,13423.0,38389.0,38798.0,38378.0,38383.0,38393.0,106013.0,37069.0,38318.0,46580.0,37945.0,38247.0,94284.0,45832.0,26669.0,33671.0,163670.0,148336.0,33622.0
243,2,1,131403.0,37047.0,37051.0,37038.0,38186.0,37957.0,37909.0,104386.0,38357.0,37065.0,78462.0,38341.0,38349.0,38339.0,38343.0,38353.0,21834.0,39848.0,17883.0,50160.0,37953.0,30404.0
244,0,2,37937.0,38789.0,38785.0,38293.0,148313.0,9307.0,43158.0,104411.0,32690.0,38780.0,42153.0,34480.0,33620.0,38388.0,13423.0,38389.0,30949.0,38393.0,38253.0,38798.0,38383.0,37069.0
245,0,1,104378.0,38337.0,38255.0,12473.0,41109.0,33662.0,37044.0,32760.0,38229.0,12574.0,46335.0,38797.0,30692.0,38800.0,37861.0,156551.0,35412.0,26224.0,39631.0,39591.0,37262.0,38369.0
309,1,3,36835.0,38342.0,37047.0,37021.0,37051.0,37957.0,37909.0,104386.0,78462.0,38251.0,38357.0,104378.0,38337.0,38255.0,12473.0,41109.0,33662.0,37044.0,26916.0,37065.0,12574.0,46335.0
310,1,1,30934.0,38292.0,39594.0,25465.0,38273.0,12099.0,38945.0,95609.0,15662.0,30485.0,104404.0,37900.0,37100.0,37903.0,37889.0,94030.0,37902.0,37886.0,37981.0,131531.0,75500.0,130027.0
311,0,2,37971.0,37887.0,6803.0,16387.0,67939.0,67940.0,38249.0,39859.0,40521.0,39772.0,78902.0,38391.0,33620.0,38388.0,13423.0,38389.0,38378.0,38383.0,38393.0,38253.0,37069.0,46552.0
314,4,2,37990.0,36832.0,21812.0,11736.0,95614.0,39578.0,38336.0,38366.0,163670.0,27423.0,38440.0,38391.0,33620.0,38388.0,38389.0,38253.0,38378.0,38383.0,38393.0,106013.0,37069.0,12692.0
318,2,0,39573.0,67950.0,6800.0,38791.0,164352.0,67898.0,37112.0,38969.0,178291.0,154433.0,17276.0,38289.0,38292.0,39594.0,25465.0,38273.0,38945.0,38290.0,95609.0,15662.0,34334.0,69629.0
320,3,1,13131.0,37988.0,36849.0,36845.0,38322.0,38371.0,36852.0,38784.0,38786.0,33622.0,178284.0,38341.0,38349.0,43049.0,21834.0,67896.0,37025.0,38343.0,179058.0,182605.0,39848.0,25619.0
321,1,0,37990.0,36832.0,39578.0,21812.0,11736.0,37979.0,38336.0,38366.0,163670.0,38440.0,75405.0,104378.0,37044.0,38337.0,12473.0,104382.0,33662.0,26916.0,32760.0,37065.0,12574.0,46335.0
323,1,2,37937.0,38293.0,94462.0,148314.0,148313.0,32863.0,38435.0,39498.0,43158.0,42153.0,38794.0,39573.0,67950.0,6800.0,39389.0,164352.0,67898.0,37112.0,38969.0,178291.0,17276.0,148286.0
324,4,0,37900.0,37886.0,37903.0,37889.0,94030.0,37893.0,37981.0,131531.0,38231.0,75500.0,104377.0,13131.0,37988.0,36849.0,36845.0,38322.0,38371.0,36852.0,38784.0,38786.0,33622.0,178284.0
325,1,1,30934.0,11569.0,14642.0,25465.0,38273.0,38945.0,38290.0,15662.0,30485.0,69629.0,104404.0,131403.0,37047.0,37021.0,38789.0,37051.0,38357.0,37957.0,38782.0,104386.0,78462.0,38251.0
327,2,0,38341.0,38349.0,39848.0,38343.0,37953.0,21834.0,38778.0,67896.0,182605.0,37025.0,25619.0,38797.0,25995.0,37861.0,47411.0,129462.0,32573.0,37262.0,35412.0,26224.0,148335.0,38369.0
328,1,1,148325.0,25995.0,39580.0,129462.0,47411.0,32573.0,37262.0,37972.0,148335.0,156551.0,166302.0,37900.0,37886.0,37100.0,37903.0,37889.0,37893.0,37981.0,131531.0,38231.0,75500.0,104377.0
331,1,1,131403.0,37047.0,37021.0,38789.0,104386.0,38357.0,27110.0,37051.0,78462.0,38251.0,89548.0,37971.0,39859.0,38441.0,16387.0,131404.0,38249.0,38257.0,40521.0,149279.0,78902.0,148315.0
333,0,2,39573.0,67950.0,6800.0,39389.0,164352.0,67898.0,37112.0,38969.0,178291.0,148286.0,17276.0,38391.0,38388.0,38389.0,69713.0,38798.0,38383.0,38393.0,38253.0,106013.0,46552.0,181276.0
336,2,0,38391.0,38388.0,38389.0,38253.0,69713.0,33620.0,38393.0,106013.0,12692.0,46552.0,181276.0,38289.0,38292.0,11569.0,14642.0,38273.0,12099.0,38290.0,15662.0,104404.0,34334.0,166675.0
339,0,1,104378.0,37044.0,38337.0,12473.0,104382.0,33662.0,26916.0,38233.0,166618.0,12574.0,46335.0,13131.0,37988.0,36849.0,38322.0,38800.0,38371.0,38784.0,36868.0,38786.0,33622.0,178284.0
